trial_number,accuracy_percent,distortion_level,blur_rate,misclass_rate,board_index,starting_player,moves_made,illegal_moves,minimax_ai_wins,deterministic_ai_wins,game_length,avg_move_time,optimal_moves,total_minimax_moves,move_optimality_percent
5,90.0,90%_accuracy,0.05,0.05,16,Deterministic,27,2,0,1,27,0.22766360214778356,4,14,28.57142857142857
5,90.0,90%_accuracy,0.05,0.05,17,Minimax,24,0,0,1,24,0.24503002564112344,4,12,33.33333333333333
5,90.0,90%_accuracy,0.05,0.05,18,Deterministic,24,3,0,1,24,0.1774443296285776,5,13,38.46153846153847
5,90.0,90%_accuracy,0.05,0.05,19,Minimax,25,3,0,1,25,0.2542728526251657,5,14,35.714285714285715
5,90.0,90%_accuracy,0.05,0.05,20,Deterministic,14,1,0,1,14,0.2476489884512765,2,7,28.57142857142857
5,90.0,90%_accuracy,0.05,0.05,21,Minimax,25,1,0,1,25,0.2991286607889029,5,13,38.46153846153847
5,90.0,90%_accuracy,0.05,0.05,22,Deterministic,26,3,0,1,26,0.22716535840715682,5,14,35.714285714285715
5,90.0,90%_accuracy,0.05,0.05,23,Minimax,24,2,0,1,24,0.3208282727461595,7,13,53.84615384615385
5,90.0,90%_accuracy,0.05,0.05,24,Deterministic,23,0,0,1,23,0.21642769466746936,3,11,27.27272727272727
5,90.0,90%_accuracy,0.05,0.05,25,Minimax,15,1,0,1,15,0.33357954025268555,4,8,50.0
5,90.0,90%_accuracy,0.05,0.05,26,Deterministic,31,2,0,1,31,0.2654632329940796,5,16,31.25
5,90.0,90%_accuracy,0.05,0.05,27,Minimax,39,3,0,0,39,0.11795703570048015,11,21,52.38095238095239
5,90.0,90%_accuracy,0.05,0.05,28,Deterministic,17,0,0,1,17,0.2584344744682312,4,8,50.0
5,90.0,90%_accuracy,0.05,0.05,29,Minimax,21,1,0,1,21,0.3930802345275879,3,11,27.27272727272727
